Name,pvc4,pvc4,pvc4,pvc4,pvc4,pvc4,pvc4,pvc4:Marker1,pvc4:Marker1,pvc4:Marker1,pvc4:Marker2,pvc4:Marker2,pvc4:Marker2,pvc4:Marker3,pvc4:Marker3,pvc4:Marker3,pvc3,pvc3,pvc3,pvc3,pvc3,pvc3,pvc3,pvc3:Marker1,pvc3:Marker1,pvc3:Marker1,pvc3:Marker2,pvc3:Marker2,pvc3:Marker2,pvc3:Marker3,pvc3:Marker3,pvc3:Marker3,pvc2,pvc2,pvc2,pvc2,pvc2,pvc2,pvc2,pvc2:Marker1,pvc2:Marker1,pvc2:Marker1,pvc2:Marker2,pvc2:Marker2,pvc2:Marker2,pvc2:Marker3,pvc2:Marker3,pvc2:Marker3,pvc1,pvc1,pvc1,pvc1,pvc1,pvc1,pvc1,pvc1:Marker1,pvc1:Marker1,pvc1:Marker1,pvc1:Marker2,pvc1:Marker2,pvc1:Marker2,pvc1:Marker3,pvc1:Marker3,pvc1:Marker3,FrontMod,FrontMod,FrontMod,FrontMod,FrontMod,FrontMod,FrontMod,FrontMod:Marker1,FrontMod:Marker1,FrontMod:Marker1,FrontMod:Marker2,FrontMod:Marker2,FrontMod:Marker2,FrontMod:Marker3,FrontMod:Marker3,FrontMod:Marker3,BackMod2,BackMod2,BackMod2,BackMod2,BackMod2,BackMod2,BackMod2,BackMod2:Marker1,BackMod2:Marker1,BackMod2:Marker1,BackMod2:Marker2,BackMod2:Marker2,BackMod2:Marker2,BackMod2:Marker3,BackMod2:Marker3,BackMod2:Marker3,BackMod2:Marker1,BackMod2:Marker1,BackMod2:Marker1,BackMod2:Marker2,BackMod2:Marker2,BackMod2:Marker2,BackMod2:Marker3,BackMod2:Marker3,BackMod2:Marker3,FrontMod:Marker1,FrontMod:Marker1,FrontMod:Marker1,FrontMod:Marker2,FrontMod:Marker2,FrontMod:Marker2,FrontMod:Marker3,FrontMod:Marker3,FrontMod:Marker3,pvc2:Marker1,pvc2:Marker1,pvc2:Marker1,pvc2:Marker2,pvc2:Marker2,pvc2:Marker2,pvc2:Marker3,pvc2:Marker3,pvc2:Marker3,pvc3:Marker1,pvc3:Marker1,pvc3:Marker1,pvc3:Marker2,pvc3:Marker2,pvc3:Marker2,pvc3:Marker3,pvc3:Marker3,pvc3:Marker3
3.975,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.171767,0.006423,0.006098,-0.06763,-0.001854,-0.000604,-0.104137,-0.004568,-0.005495,0.129226,0.03868,0.002175,0.990858,-0.282194,0.048966,0.135943,-0.113308,0.054352,0.132448,-0.352159,0.04664,0.138005,-0.381114,0.045907,0.137377,0.096236,0.041541,0.002339,0.994489,-0.284266,0.046295,0.065909,-0.115457,0.051861,0.06292,-0.35376,0.044777,0.068523,-0.383581,0.042246,0.066284,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.167436,0.006045,0.007046,-0.066105,-0.002618,-0.002745,-0.101331,-0.003426,-0.004301,-0.274285,0.182722,0.863153,-0.382554,-0.223915,0.102769,0.024637,-0.190974,0.086239,0.009946,-0.222461,0.136564,0.044468,-0.258311,0.085504,0.019496,-0.078767,-0.020848,0.01816,0.99651,-0.226257,0.105865,0.204707,-0.21443,0.140202,0.166963,-0.252267,0.080833,0.22483,-0.212075,0.09656,0.222327,-0.213649,0.140366,0.16709,-0.252284,0.080613,0.225097,-0.212255,0.096739,0.222028,-0.191466,0.086176,0.009982,-0.222506,0.136604,0.044498,-0.256047,0.085594,0.019214,-0.11476,0.051914,0.062962,-0.35408,0.044607,0.068243,-0.383662,0.042382,0.066533,-0.112652,0.054382,0.132414,-0.352297,0.0466,0.138081,-0.381268,0.045934,0.137316
3.983,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.171767,0.006423,0.006098,-0.06763,-0.001854,-0.000604,-0.104137,-0.004568,-0.005495,0.129226,0.038723,0.002076,0.990857,-0.28218,0.049012,0.135946,-0.113293,0.054367,0.132432,-0.352146,0.046699,0.138016,-0.381101,0.045972,0.137392,0.09768,0.041461,0.002428,0.994351,-0.284213,0.046336,0.065859,-0.115403,0.051918,0.062913,-0.353707,0.044808,0.068457,-0.383528,0.042282,0.066206,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.167436,0.006045,0.007046,-0.066105,-0.002618,-0.002745,-0.101331,-0.003426,-0.004301,-0.274204,0.185878,0.862065,-0.383543,-0.223842,0.102515,0.024002,-0.190851,0.085916,0.009501,-0.222464,0.136438,0.043618,-0.258211,0.08519,0.018887,-0.078128,-0.020407,0.014932,0.996623,-0.226473,0.106074,0.204553,-0.214439,0.140386,0.166853,-0.252636,0.081183,0.224651,-0.212345,0.096652,0.222154,-0.213859,0.140529,0.166918,-0.252682,0.080972,0.224895,-0.212478,0.096818,0.221892,-0.191208,0.085853,0.009517,-0.222501,0.136495,0.043657,-0.25581,0.085223,0.018554,-0.114753,0.051968,0.062946,-0.354053,0.044622,0.068195,-0.383598,0.04243,0.066439,-0.112725,0.054385,0.132403,-0.352274,0.046694,0.138089,-0.38125,0.045968,0.137332
3.992,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.171767,0.006423,0.006098,-0.06763,-0.001854,-0.000604,-0.104137,-0.004568,-0.005495,0.129334,0.038811,0.002022,0.990839,-0.282203,0.048959,0.135923,-0.113317,0.054298,0.132377,-0.352169,0.046651,0.138005,-0.381124,0.045927,0.137386,0.098956,0.041483,0.002332,0.994224,-0.284209,0.046323,0.06581,-0.115398,0.051863,0.062865,-0.353704,0.044809,0.06841,-0.383525,0.042298,0.066154,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.167436,0.006045,0.007046,-0.066105,-0.002618,-0.002745,-0.101331,-0.003426,-0.004301,-0.275175,0.18876,0.860672,-0.384568,-0.223708,0.102225,0.023197,-0.190629,0.085604,0.008925,-0.222468,0.136255,0.042639,-0.258027,0.084818,0.018028,-0.07773,-0.022803,0.014919,0.996602,-0.226892,0.105986,0.20446,-0.21469,0.140335,0.166847,-0.253142,0.081068,0.224412,-0.212844,0.096554,0.22212,-0.214281,0.14047,0.166852,-0.253175,0.080891,0.224617,-0.212962,0.096681,0.221913,-0.190949,0.085489,0.008905,-0.222543,0.136358,0.042709,-0.255729,0.084885,0.017739,-0.114733,0.051909,0.062896,-0.354044,0.044657,0.068167,-0.383598,0.042417,0.066372,-0.112731,0.054321,0.132352,-0.352297,0.046629,0.138066,-0.381297,0.045938,0.137339
4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.171767,0.006423,0.006098,-0.06763,-0.001854,-0.000604,-0.104137,-0.004568,-0.005495,0.129614,0.038803,0.002049,0.990803,-0.282186,0.048974,0.135928,-0.113299,0.05432,0.13239,-0.352151,0.046663,0.138008,-0.381106,0.045938,0.137388,0.099652,0.041406,0.00237,0.994158,-0.284227,0.046345,0.065839,-0.115416,0.05189,0.062927,-0.353722,0.044827,0.068427,-0.383544,0.042319,0.066163,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.167436,0.006045,0.007046,-0.066105,-0.002618,-0.002745,-0.101331,-0.003426,-0.004301,-0.273293,0.190972,0.859164,-0.388172,-0.22363,0.10188,0.022604,-0.190491,0.085327,0.008394,-0.222536,0.136066,0.041777,-0.257865,0.084247,0.017643,-0.076242,-0.026858,0.015462,0.996608,-0.227296,0.105881,0.204341,-0.214857,0.140368,0.166932,-0.253659,0.080856,0.224007,-0.213372,0.096421,0.222084,-0.214564,0.140493,0.166902,-0.253654,0.080678,0.22423,-0.213545,0.096532,0.221872,-0.190791,0.085169,0.008348,-0.222636,0.136215,0.041876,-0.255803,0.084303,0.017374,-0.114755,0.051937,0.062965,-0.35404,0.044673,0.068156,-0.383621,0.04244,0.066403,-0.1127,0.054345,0.132363,-0.352278,0.046633,0.138072,-0.38128,0.045956,0.137337
4.008,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.171767,0.006423,0.006098,-0.06763,-0.001854,-0.000604,-0.104137,-0.004568,-0.005495,0.129553,0.03879,0.002039,0.990811,-0.282164,0.048993,0.135926,-0.113278,0.054336,0.13239,-0.35213,0.046683,0.138004,-0.381085,0.045959,0.137383,0.100614,0.041412,0.002382,0.99406,-0.28419,0.046351,0.065848,-0.115379,0.051892,0.062943,-0.353685,0.044832,0.068434,-0.383507,0.04233,0.066166,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.167436,0.006045,0.007046,-0.066105,-0.002618,-0.002745,-0.101331,-0.003426,-0.004301,-0.27097,0.194431,0.858104,-0.390422,-0.22362,0.101592,0.022057,-0.190471,0.084969,0.007949,-0.222561,0.135959,0.040907,-0.257829,0.083848,0.017316,-0.07424,-0.029184,0.016521,0.996676,-0.227611,0.105671,0.204237,-0.215097,0.140339,0.167021,-0.253995,0.080499,0.223686,-0.213741,0.096174,0.222003,-0.214845,0.140479,0.166958,-0.253997,0.080302,0.223927,-0.213914,0.096272,0.221807,-0.190767,0.084812,0.007906,-0.222666,0.1361,0.041,-0.255769,0.083939,0.017061,-0.114756,0.051938,0.062976,-0.354035,0.044661,0.068169,-0.383572,0.042465,0.066401,-0.112667,0.054352,0.132357,-0.352254,0.046692,0.138086,-0.381249,0.045943,0.137316
4.017,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.171767,0.006423,0.006098,-0.06763,-0.001854,-0.000604,-0.104137,-0.004568,-0.005495,0.129459,0.038843,0.00188,0.990822,-0.282215,0.048925,0.135911,-0.113327,0.054218,0.13235,-0.352181,0.046637,0.137999,-0.381136,0.045921,0.137383,0.101427,0.041397,0.002507,0.993978,-0.28424,0.046325,0.065861,-0.115429,0.051901,0.062972,-0.353735,0.044789,0.068441,-0.383556,0.042285,0.066168,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.167436,0.006045,0.007046,-0.066105,-0.002618,-0.002745,-0.101331,-0.003426,-0.004301,-0.269755,0.197262,0.857363,-0.391471,-0.223609,0.101198,0.021466,-0.190452,0.084494,0.007473,-0.222565,0.13569,0.040086,-0.25781,0.08341,0.016838,-0.072579,-0.030168,0.017248,0.996757,-0.227952,0.105462,0.204092,-0.21543,0.140274,0.167014,-0.254329,0.080181,0.22341,-0.214098,0.09593,0.221852,-0.215156,0.140435,0.166938,-0.254351,0.079975,0.223653,-0.21425,0.096032,0.22166,-0.190744,0.084328,0.007426,-0.222678,0.135835,0.040182,-0.255749,0.083526,0.016597,-0.114778,0.051946,0.063004,-0.354084,0.044634,0.068187,-0.383625,0.042407,0.066394,-0.112741,0.054238,0.132323,-0.352318,0.046627,0.138065,-0.381291,0.045921,0.137332
4.025,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.171767,0.006423,0.006098,-0.06763,-0.001854,-0.000604,-0.104137,-0.004568,-0.005495,0.129102,0.038776,0.002087,0.990871,-0.28221,0.049016,0.135937,-0.113324,0.054377,0.132405,-0.352176,0.0467,0.138014,-0.381131,0.045972,0.137393,0.102288,0.041393,0.002596,0.99389,-0.284234,0.046373,0.065931,-0.115424,0.051972,0.063055,-0.353729,0.044825,0.068508,-0.38355,0.042322,0.06623,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.167436,0.006045,0.007046,-0.066105,-0.002618,-0.002745,-0.101331,-0.003426,-0.004301,-0.269821,0.201414,0.856416,-0.391383,-0.223572,0.100778,0.020963,-0.190388,0.083918,0.007224,-0.222543,0.135405,0.039332,-0.257783,0.083011,0.016334,-0.0717,-0.030959,0.017694,0.996789,-0.228083,0.105393,0.203944,-0.215542,0.140284,0.166946,-0.254461,0.080051,0.223179,-0.214245,0.095845,0.221707,-0.215311,0.140449,0.166847,-0.25447,0.079806,0.223473,-0.214407,0.095918,0.221547,-0.190692,0.083797,0.007203,-0.222627,0.135506,0.039398,-0.25565,0.083126,0.01609,-0.114771,0.052019,0.063089,-0.354093,0.044656,0.068236,-0.383615,0.042455,0.06647,-0.11271,0.054393,0.132374,-0.352307,0.046709,0.138088,-0.381295,0.045955,0.137333
4.033,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.171767,0.006423,0.006098,-0.06763,-0.001854,-0.000604,-0.104137,-0.004568,-0.005495,0.128777,0.038796,0.002069,0.990912,-0.282239,0.048997,0.135933,-0.113353,0.054355,0.13239,-0.352204,0.046683,0.138014,-0.381159,0.045954,0.137395,0.102776,0.041418,0.002654,0.993838,-0.284254,0.046354,0.065981,-0.115444,0.051969,0.063103,-0.353749,0.044798,0.06856,-0.383569,0.042295,0.066281,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.167436,0.006045,0.007046,-0.066105,-0.002618,-0.002745,-0.101331,-0.003426,-0.004301,-0.269816,0.206743,0.855524,-0.390557,-0.223547,0.100343,0.020417,-0.190357,0.083241,0.006997,-0.222485,0.135131,0.038477,-0.2578,0.082657,0.015778,-0.070546,-0.031622,0.017994,0.996845,-0.228207,0.105312,0.20385,-0.215647,0.140297,0.166948,-0.254589,0.079905,0.222993,-0.214383,0.095732,0.221608,-0.215414,0.140458,0.166857,-0.25461,0.079672,0.223266,-0.214535,0.095815,0.221441,-0.19067,0.08313,0.006981,-0.222553,0.135238,0.038542,-0.255678,0.082684,0.015505,-0.114789,0.052018,0.063143,-0.354089,0.044629,0.068264,-0.383642,0.042429,0.066542,-0.112767,0.054375,0.132361,-0.352335,0.046672,0.138085,-0.381316,0.045955,0.137338
4.042,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.171767,0.006423,0.006098,-0.06763,-0.001854,-0.000604,-0.104137,-0.004568,-0.005495,0.128517,0.038764,0.002127,0.990947,-0.282212,0.049011,0.135946,-0.113326,0.054388,0.132414,-0.352177,0.046688,0.138023,-0.381132,0.045956,0.137402,0.102031,0.04134,0.002827,0.993918,-0.284249,0.046348,0.066063,-0.115441,0.052025,0.06321,-0.353743,0.044769,0.06863,-0.383562,0.042251,0.066348,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.167436,0.006045,0.007046,-0.066105,-0.002618,-0.002745,-0.101331,-0.003426,-0.004301,-0.270511,0.211769,0.854378,-0.389892,-0.223601,0.099832,0.019813,-0.190377,0.082533,0.006733,-0.222553,0.134764,0.037595,-0.257873,0.0822,0.015112,-0.06847,-0.031172,0.017507,0.997012,-0.228254,0.105122,0.20377,-0.215696,0.14025,0.167004,-0.254642,0.07966,0.222832,-0.214423,0.095457,0.221476,-0.215441,0.140432,0.166897,-0.254676,0.079422,0.223103,-0.214572,0.095545,0.221304,-0.190707,0.082438,0.006726,-0.222595,0.134882,0.037661,-0.255761,0.082068,0.014776,-0.114804,0.052069,0.063251,-0.354088,0.044618,0.068326,-0.383631,0.042368,0.066616,-0.112722,0.05441,0.132384,-0.352313,0.046673,0.138098,-0.381281,0.045961,0.137341
4.05,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.171767,0.006423,0.006098,-0.06763,-0.001854,-0.000604,-0.104137,-0.004568,-0.005495,0.128417,0.038731,0.002064,0.990961,-0.282178,0.048998,0.135937,-0.113292,0.054353,0.132413,-0.352144,0.046685,0.13801,-0.381099,0.045956,0.137388,0.099535,0.041215,0.002952,0.994176,-0.284238,0.046394,0.066196,-0.115432,0.052129,0.063367,-0.353733,0.044798,0.068749,-0.38355,0.042255,0.066471,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.167436,0.006045,0.007046,-0.066105,-0.002618,-0.002745,-0.101331,-0.003426,-0.004301,-0.269064,0.21736,0.852389,-0.392164,-0.223636,0.099215,0.019007,-0.190355,0.081811,0.006215,-0.222686,0.134373,0.036344,-0.257866,0.081462,0.014463,-0.064913,-0.030215,0.016955,0.997289,-0.228365,0.104983,0.20368,-0.215844,0.14036,0.16714,-0.254742,0.079412,0.222611,-0.214509,0.095177,0.221288,-0.215646,0.140497,0.167063,-0.254705,0.079163,0.222922,-0.214683,0.095236,0.221144,-0.190692,0.081747,0.006225,-0.22273,0.134427,0.036376,-0.255692,0.081514,0.01422,-0.114866,0.052167,0.063404,-0.354141,0.044642,0.068413,-0.383583,0.042375,0.066762,-0.112727,0.054376,0.132386,-0.35228,0.046662,0.138074,-0.381245,0.045967,0.137337
4.058,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.171767,0.006423,0.006098,-0.06763,-0.001854,-0.000604,-0.104137,-0.004568,-0.005495,0.128137,0.038775,0.002003,0.990996,-0.282191,0.048974,0.135955,-0.113305,0.054313,0.132411,-0.352157,0.046668,0.138037,-0.381112,0.045942,0.137417,0.097751,0.041242,0.003058,0.994351,-0.28431,0.046407,0.066335,-0.115505,0.052193,0.063485,-0.353804,0.044795,0.068895,-0.38362,0.042234,0.066626,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.167436,0.006045,0.007046,-0.066105,-0.002618,-0.002745,-0.101331,-0.003426,-0.004301,-0.266346,0.221782,0.850261,-0.396143,-0.223649,0.098577,0.018155,-0.190305,0.081173,0.005526,-0.222842,0.133956,0.035041,-0.2578,0.0806,0.013898,-0.062326,-0.029001,0.016016,0.997506,-0.228484,0.104849,0.203483,-0.215984,0.140392,0.167097,-0.254863,0.079229,0.222344,-0.214605,0.094926,0.221007,-0.215787,0.140531,0.167018,-0.254784,0.078972,0.22268,-0.2148,0.094974,0.220867,-0.190678,0.081081,0.005529,-0.222944,0.133973,0.035062,-0.255578,0.080952,0.013784,-0.114904,0.052241,0.063522,-0.354171,0.044601,0.068585,-0.383678,0.042388,0.066899,-0.112691,0.05433,0.132382,-0.352289,0.046672,0.138105,-0.381282,0.04593,0.137363
4.067,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.171767,0.006423,0.006098,-0.06763,-0.001854,-0.000604,-0.104137,-0.004568,-0.005495,0.127676,0.038722,0.001983,0.991058,-0.282176,0.048986,0.135954,-0.113289,0.054318,0.132423,-0.352142,0.046683,0.13803,-0.381097,0.045956,0.137408,0.099036,0.041235,0.00307,0.994224,-0.284329,0.046431,0.066475,-0.115524,0.05221,0.063639,-0.353823,0.044818,0.06903,-0.38364,0.042265,0.066755,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.167436,0.006045,0.007046,-0.066105,-0.002618,-0.002745,-0.101331,-0.003426,-0.004301,-0.263702,0.226749,0.847944,-0.400046,-0.223662,0.098049,0.017335,-0.190251,0.08063,0.004909,-0.223003,0.13366,0.033736,-0.257733,0.079858,0.013362,-0.061714,-0.028615,0.01473,0.997575,-0.228523,0.104877,0.203195,-0.215954,0.140434,0.166847,-0.254957,0.079301,0.22204,-0.214659,0.094895,0.220697,-0.215761,0.140565,0.166775,-0.254857,0.079046,0.22238,-0.214862,0.094942,0.220556,-0.190741,0.080606,0.004962,-0.22305,0.13362,0.033724,-0.255574,0.080121,0.013201,-0.114956,0.052259,0.063664,-0.354214,0.044597,0.068781,-0.383678,0.042441,0.066974,-0.112662,0.054335,0.13239,-0.352277,0.046689,0.138109,-0.381253,0.045943,0.137345
4.075,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.171767,0.006423,0.006098,-0.06763,-0.001854,-0.000604,-0.104137,-0.004568,-0.005495,0.127213,0.03872,0.002066,0.991117,-0.282165,0.048987,0.135955,-0.113279,0.05435,0.132424,-0.352131,0.046673,0.138031,-0.381086,0.04594,0.137409,0.103563,0.04146,0.003118,0.993754,-0.284373,0.046397,0.066566,-0.115568,0.052163,0.063697,-0.353867,0.044777,0.069142,-0.383685,0.042252,0.066859,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.167436,0.006045,0.007046,-0.066105,-0.002618,-0.002745,-0.101331,-0.003426,-0.004301,-0.260229,0.228709,0.847867,-0.401364,-0.223591,0.097598,0.016611,-0.190245,0.080083,0.00414,-0.222841,0.133319,0.032764,-0.257686,0.079391,0.012927,-0.062013,-0.027944,0.013066,0.997599,-0.228439,0.10513,0.202869,-0.21579,0.140626,0.166489,-0.254939,0.079655,0.221757,-0.214589,0.09511,0.220361,-0.215554,0.140771,0.166417,-0.254838,0.079345,0.222163,-0.214832,0.095184,0.220174,-0.190717,0.080095,0.00421,-0.222827,0.133312,0.032759,-0.255653,0.079372,0.012644,-0.114933,0.05222,0.063725,-0.354241,0.04454,0.068899,-0.383746,0.042441,0.067075,-0.112697,0.054369,0.132398,-0.352258,0.046667,0.138094,-0.381261,0.045936,0.137359
4.083,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.171767,0.006423,0.006098,-0.06763,-0.001854,-0.000604,-0.104137,-0.004568,-0.005495,0.127082,0.038732,0.002195,0.991133,-0.282226,0.048986,0.135962,-0.113341,0.054393,0.132432,-0.352191,0.046653,0.138038,-0.381145,0.045912,0.137416,0.109841,0.041764,0.003246,0.993066,-0.284366,0.046365,0.066549,-0.115562,0.052134,0.063639,-0.353858,0.044726,0.069151,-0.383678,0.042235,0.066857,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.167436,0.006045,0.007046,-0.066105,-0.002618,-0.002745,-0.101331,-0.003426,-0.004301,-0.25949,0.229042,0.847912,-0.40156,-0.223458,0.097428,0.016168,-0.19013,0.079891,0.003683,-0.222683,0.133169,0.032276,-0.257561,0.079224,0.012544,-0.064785,-0.025585,0.015703,0.997448,-0.228517,0.105425,0.20252,-0.216219,0.14077,0.165874,-0.2548,0.079932,0.221685,-0.214533,0.095572,0.22,-0.215574,0.140884,0.166007,-0.254788,0.079722,0.221938,-0.214742,0.095752,0.2197,-0.190555,0.079883,0.003737,-0.222678,0.133184,0.032282,-0.255669,0.079187,0.01227,-0.114901,0.052188,0.063667,-0.354225,0.04452,0.068918,-0.383744,0.0424,0.067064,-0.112717,0.054421,0.132401,-0.352338,0.046616,0.138109,-0.381286,0.045935,0.13736
4.092,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.171767,0.006423,0.006098,-0.06763,-0.001854,-0.000604,-0.104137,-0.004568,-0.005495,0.127065,0.038805,0.002145,0.991133,-0.282244,0.048995,0.135931,-0.113359,0.054389,0.132374,-0.352209,0.046668,0.138018,-0.381164,0.045929,0.137401,0.115442,0.041936,0.003357,0.992423,-0.284338,0.046414,0.066409,-0.115534,0.052181,0.063495,-0.353829,0.044759,0.069021,-0.383651,0.042301,0.06671,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.167436,0.006045,0.007046,-0.066105,-0.002618,-0.002745,-0.101331,-0.003426,-0.004301,-0.260729,0.228149,0.847914,-0.401261,-0.223328,0.097629,0.016097,-0.189972,0.080143,0.003616,-0.222596,0.133328,0.032301,-0.257416,0.079417,0.012373,-0.06912,-0.027412,0.016751,0.997091,-0.228485,0.10571,0.20197,-0.216127,0.140762,0.165064,-0.254784,0.080329,0.221261,-0.214544,0.09604,0.219587,-0.215561,0.1408,0.165259,-0.254774,0.080147,0.221483,-0.214726,0.096213,0.219301,-0.190479,0.080106,0.003667,-0.222605,0.133356,0.032315,-0.255596,0.079401,0.01212,-0.114904,0.052228,0.06353,-0.354199,0.044584,0.068737,-0.383711,0.042438,0.066961,-0.112719,0.054414,0.132344,-0.352361,0.046646,0.138085,-0.381315,0.045939,0.137348
4.1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.171767,0.006423,0.006098,-0.06763,-0.001854,-0.000604,-0.104137,-0.004568,-0.005495,0.127193,0.038822,0.002066,0.991116,-0.282199,0.048991,0.135906,-0.113313,0.054358,0.132341,-0.352164,0.046675,0.137997,-0.381119,0.045941,0.137381,0.116968,0.042077,0.003407,0.992238,-0.284267,0.046417,0.066199,-0.115464,0.052194,0.063253,-0.353757,0.044754,0.068826,-0.38358,0.042303,0.066517,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.167436,0.006045,0.007046,-0.066105,-0.002618,-0.002745,-0.101331,-0.003426,-0.004301,-0.261658,0.227266,0.848831,-0.399213,-0.223354,0.09788,0.016086,-0.19004,0.080329,0.003584,-0.222525,0.133515,0.032424,-0.257498,0.079796,0.012249,-0.07026,-0.028556,0.016731,0.99698,-0.228523,0.105796,0.20159,-0.216081,0.140766,0.164634,-0.254866,0.080456,0.220876,-0.214623,0.096166,0.21926,-0.215576,0.140774,0.164843,-0.254841,0.080276,0.221106,-0.21483,0.096352,0.218946,-0.190502,0.080331,0.003645,-0.22251,0.133531,0.03243,-0.255511,0.079711,0.011948,-0.114843,0.052232,0.063301,-0.354111,0.044633,0.068469,-0.383644,0.042395,0.06683,-0.112681,0.054383,0.132315,-0.352293,0.04665,0.138057,-0.381316,0.045952,0.137334
4.108,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.171767,0.006423,0.006098,-0.06763,-0.001854,-0.000604,-0.104137,-0.004568,-0.005495,0.127291,0.038779,0.001949,0.991105,-0.282163,0.048993,0.135913,-0.113277,0.054318,0.132359,-0.352129,0.046693,0.138,-0.381084,0.045966,0.137382,0.115018,0.042065,0.003023,0.992468,-0.284194,0.046357,0.066024,-0.115388,0.05202,0.063051,-0.353686,0.044746,0.06866,-0.38351,0.042304,0.066362,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.167436,0.006045,0.007046,-0.066105,-0.002618,-0.002745,-0.101331,-0.003426,-0.004301,-0.2618,0.226621,0.849169,-0.398768,-0.223342,0.097937,0.015917,-0.190042,0.080386,0.003379,-0.222487,0.133546,0.032312,-0.257498,0.07988,0.012061,-0.069769,-0.028527,0.016949,0.997011,-0.228571,0.105837,0.201349,-0.216148,0.140848,0.164425,-0.2549,0.080467,0.220613,-0.214664,0.096197,0.219008,-0.215608,0.140797,0.164721,-0.254898,0.080287,0.22083,-0.214834,0.096396,0.218694,-0.190473,0.08037,0.003429,-0.222482,0.133575,0.032326,-0.255401,0.079795,0.011744,-0.114772,0.052057,0.063099,-0.354027,0.044632,0.068305,-0.383576,0.042391,0.066673,-0.112663,0.05434,0.132324,-0.352257,0.046677,0.138086,-0.381234,0.045972,0.137311
4.117,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.171767,0.006423,0.006098,-0.06763,-0.001854,-0.000604,-0.104137,-0.004568,-0.005495,0.127268,0.03879,0.001816,0.991108,-0.282136,0.048955,0.135904,-0.113248,0.054236,0.132339,-0.352102,0.046674,0.137994,-0.381058,0.045955,0.137378,0.111701,0.04173,0.002599,0.992862,-0.284166,0.046305,0.065896,-0.115355,0.051841,0.062989,-0.35366,0.044757,0.068499,-0.383484,0.042318,0.066198,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.167436,0.006045,0.007046,-0.066105,-0.002618,-0.002745,-0.101331,-0.003426,-0.004301,-0.261727,0.226662,0.849174,-0.398781,-0.223326,0.097924,0.015747,-0.190027,0.08037,0.003207,-0.222467,0.133535,0.032137,-0.257482,0.079868,0.011896,-0.069124,-0.02884,0.016181,0.99706,-0.228594,0.105902,0.201257,-0.216095,0.140944,0.164389,-0.254974,0.080543,0.220468,-0.214714,0.096217,0.218913,-0.215655,0.140918,0.164611,-0.25494,0.080361,0.220702,-0.214938,0.096422,0.218569,-0.190449,0.080345,0.003252,-0.222463,0.13358,0.032158,-0.255341,0.079742,0.011554,-0.114724,0.05188,0.063031,-0.353984,0.044634,0.0682,-0.383556,0.042413,0.066463,-0.112666,0.054255,0.132306,-0.352251,0.046666,0.138079,-0.38118,0.045954,0.137309
